,EC,SUBS
30377,EC-2.4.1,CPD-10345
30378,EC-2.4.1,UDP
30379,EC-2.4.1,UDP
30380,EC-2.4.1,GlcA-Xyl-Rbo5Px2-GalNAc-GlucNAc-Man6P-R
30381,EC-2.4.1,PROTON
30382,EC-2.4.1,PROTON
30383,EC-2.4.1,CPD-4613
30384,EC-2.4.1,UDP
30385,EC-2.4.1,CPD-9493
30386,EC-2.4.1,UDP
30387,EC-2.4.1,PROTON
30388,EC-2.4.1,UDP
30389,EC-2.4.1,CPD-19351
30390,EC-2.4.1,PROTON
30391,EC-2.4.1,PROTON
30392,EC-2.4.1,CPD-4619
30393,EC-2.4.1,UDP
30394,EC-2.4.1,OLEANDOMYCIN
30395,EC-2.4.1,TDP
30396,EC-2.4.1,PROTON
30397,EC-2.4.1,CPD-14841
30398,EC-2.4.1,UDP
30399,EC-2.4.1,PROTON
30400,EC-2.4.1,CPD-19342
30401,EC-2.4.1,UMP
30402,EC-2.4.1,PROTON
30403,EC-2.4.1,Galactosyl-galactosyl-diacyl-glycerols
30404,EC-2.4.1,DIACYLGLYCEROL
30405,EC-2.4.1,CPD-170
30406,EC-2.4.1,SUCROSE
30407,EC-2.4.1,MIPC
30408,EC-2.4.1,PROTON
30409,EC-2.4.1,GDP
30410,EC-2.4.1,PROTON
30411,EC-2.4.1,CPD-4615
30412,EC-2.4.1,UDP
30413,EC-2.4.1,CPD-15023
30414,EC-2.4.1,UDP
30415,EC-2.4.1,CPD-10452
30416,EC-2.4.1,UDP
30417,EC-2.4.1,PROTON
30418,EC-2.4.1,CPD-14753
30419,EC-2.4.1,UDP
30420,EC-2.4.1,CPD-170
30421,EC-2.4.1,4-METHYL-MYO-INOSITOL
30422,EC-2.4.1,PROTON
30423,EC-2.4.1,CPD-6623
30424,EC-2.4.1,UDP
30425,EC-2.4.1,CPD-8058
30426,EC-2.4.1,MYO-INOSITOL
30427,EC-2.4.1,CPD-19813
30428,EC-2.4.1,UDP
30429,EC-2.4.1,PROTON
30430,EC-2.4.1,UDP
30431,EC-2.4.1,CPD-14508
30432,EC-2.4.1,LOGANIN
30433,EC-2.4.1,UDP
30434,EC-2.4.1,PROTON
30435,EC-2.4.1,CPD-8033
30436,EC-2.4.1,UDP
30437,EC-2.4.1,PROTON
30438,EC-2.4.1,CPD-7390
30439,EC-2.4.1,UDP
30440,EC-2.4.1,CPD-19341
30441,EC-2.4.1,UDP
30442,EC-2.4.1,PROTON
30443,EC-2.4.1,CPD-14528
30444,EC-2.4.1,UDP
30445,EC-2.4.1,PROTON
30446,EC-2.4.1,Protein-disaccharide-L-ser
30447,EC-2.4.1,UNDECAPRENYL-DIPHOSPHATE
30448,EC-2.4.1,PROTON
30449,EC-2.4.1,PROTON
30450,EC-2.4.1,CPD0-930
30451,EC-2.4.1,ADP
30452,EC-2.4.1,CPD-15444
30453,EC-2.4.1,TDP
30454,EC-2.4.1,PROTON
30455,EC-2.4.1,Globo-H
30456,EC-2.4.1,GDP
30457,EC-2.4.1,PROTON
30458,EC-2.4.1,ISOORIENTIN
30459,EC-2.4.1,UDP
30460,EC-2.4.1,PROTON
30461,EC-2.4.1,CPD-10456
30462,EC-2.4.1,UDP
30463,EC-2.4.1,PROTON
30464,EC-2.4.1,PROTON
30465,EC-2.4.1,CPD1F-431
30466,EC-2.4.1,UDP
30467,EC-2.4.1,CPD-19340
30468,EC-2.4.1,UMP
30469,EC-2.4.1,PROTON
30470,EC-2.4.1,CPD-14731
30471,EC-2.4.1,UDP
30472,EC-2.4.1,PROTON
30473,EC-2.4.1,CPD-20771
30474,EC-2.4.1,UDP
30475,EC-2.4.1,PROTON
30476,EC-2.4.1,CPD-14886
30477,EC-2.4.1,UDP
30478,EC-2.4.1,PROTON
30479,EC-2.4.1,CPD-14836
30480,EC-2.4.1,UDP
30481,EC-2.4.1,PROTON
30482,EC-2.4.1,CPD-16623
30483,EC-2.4.1,UDP
30484,EC-2.4.1,PROTON
30485,EC-2.4.1,CPD-5521
30486,EC-2.4.1,UDP
30487,EC-2.4.1,PROTON
30488,EC-2.4.1,CPD-9676
30489,EC-2.4.1,UDP
30490,EC-2.4.1,CPD-8009
30491,EC-2.4.1,UDP
30492,EC-2.4.1,PROTON
30493,EC-2.4.1,CPD-10077
30494,EC-2.4.1,UDP
30495,EC-2.4.1,CPD-15272
30496,EC-2.4.1,UDP
30497,EC-2.4.1,PROTON
30498,EC-2.4.1,CPD-7138
30499,EC-2.4.1,UDP
30500,EC-2.4.1,CPD-14297
30501,EC-2.4.1,UDP
30502,EC-2.4.1,PROTON
30503,EC-2.4.1,CPD-14912
30504,EC-2.4.1,UDP
30505,EC-2.4.1,PROTON
30506,EC-2.4.1,CPD-4618
30507,EC-2.4.1,UDP
30508,EC-2.4.1,PROTON
30509,EC-2.4.1,CPD-8655
30510,EC-2.4.1,UDP
30511,EC-2.4.1,CPD-18170
30512,EC-2.4.1,UDP
30513,EC-2.4.1,CPD-8048
30514,EC-2.4.1,MYO-INOSITOL
30515,EC-2.4.1,PROTON
30516,EC-2.4.1,CPD-8654
30517,EC-2.4.1,UDP
30518,EC-2.4.1,CPD-7144
30519,EC-2.4.1,UDP
30520,EC-2.4.1,CPD-11685
30521,EC-2.4.1,UDP
30522,EC-2.4.1,PROTON
30523,EC-2.4.1,CPD-14825
30524,EC-2.4.1,UDP
30525,EC-2.4.1,PROTON
30526,EC-2.4.1,PROTON
30527,EC-2.4.1,CPD-82
30528,EC-2.4.1,UDP
30529,EC-2.4.1,CPD-9491
30530,EC-2.4.1,UDP
30531,EC-2.4.1,PROTON
30532,EC-2.4.1,CPD-14347
30533,EC-2.4.1,TDP
30534,EC-2.4.1,PROTON
30535,EC-2.4.1,UDP
30536,EC-2.4.1,GlcAXylGlcAXylRbo5Px2GalNAcGlucNAcMan6PR
30537,EC-2.4.1,PROTON
30538,EC-2.4.1,CPD-9467
30539,EC-2.4.1,UDP
30540,EC-2.4.1,UDP
30541,EC-2.4.1,CPD-20722
30542,EC-2.4.1,PROTON
30543,EC-2.4.1,PROTON
30544,EC-2.4.1,CPD-79
30545,EC-2.4.1,UDP
30546,EC-2.4.1,CPD-8066
30547,EC-2.4.1,CPD-170
30548,EC-2.4.1,CPD-8058
30549,EC-2.4.1,MYO-INOSITOL
30550,EC-2.4.1,CPD-12966
30551,EC-2.4.1,TDP
30552,EC-2.4.1,PROTON
30553,EC-2.4.1,CPD-9490
30554,EC-2.4.1,UDP
30555,EC-2.4.1,PROTON
30556,EC-2.4.1,PROTON
30557,EC-2.4.1,CPD-9213
30558,EC-2.4.1,UDP
30559,EC-2.4.1,CPD-15176
30560,EC-2.4.1,UDP
30561,EC-2.4.1,PROTON
30562,EC-2.4.1,CPD-16603
30563,EC-2.4.1,4-hydroxybenzoate
30564,EC-2.4.1,PROTON
30565,EC-2.4.1,CPD-8012
30566,EC-2.4.1,UDP
30567,EC-2.4.1,CPD-14295
30568,EC-2.4.1,UDP
30569,EC-2.4.1,PROTON
30570,EC-2.4.1,PROTON
30571,EC-2.4.1,CPD-7392
30572,EC-2.4.1,UDP
30573,EC-2.4.1,CPD-14822
30574,EC-2.4.1,UDP
30575,EC-2.4.1,PROTON
30576,EC-2.4.1,PROTON
30577,EC-2.4.1,CPD-9467
30578,EC-2.4.1,UDP
30579,EC-2.4.1,CPD-11510
30580,EC-2.4.1,UDP
30581,EC-2.4.1,PROTON
30582,EC-2.4.1,CPD-18640
30583,EC-2.4.1,UDP
30584,EC-2.4.1,PROTON
30585,EC-2.4.1,CPD-14838
30586,EC-2.4.1,UDP
30587,EC-2.4.1,PROTON
30588,EC-2.4.1,CPD-13949
30589,EC-2.4.1,UDP
30590,EC-2.4.1,PROTON
30591,EC-2.4.1,CPD-10458
30592,EC-2.4.1,UDP
30593,EC-2.4.1,WATER
30594,EC-2.4.1,PROTON
30595,EC-2.4.1,CPD-8253
30596,EC-2.4.1,UDP
30597,EC-2.4.1,CPD-12629
30598,EC-2.4.1,UDP
30599,EC-2.4.1,CPD-14505
30600,EC-2.4.1,UDP
30601,EC-2.4.1,PROTON
30602,EC-2.4.1,CPD-6625
30603,EC-2.4.1,UDP
30604,EC-2.4.1,Man-12-Man-12-Man-Proteins
30605,EC-2.4.1,GDP
30606,EC-2.4.1,PROTON
30607,EC-2.4.1,CPD-20131
30608,EC-2.4.1,UDP
30609,EC-2.4.1,PROTON
30610,EC-2.4.1,PROTON
30611,EC-2.4.1,CPD-4611
30612,EC-2.4.1,UDP
30613,EC-2.4.1,PROTON
30614,EC-2.4.1,CPD-11906
30615,EC-2.4.1,TDP
30616,EC-2.4.1,7-HYDROXY-2-OXINDOLE-3-ACETIC-ACID-GLUCO
30617,EC-2.4.1,Non-Glucosylated-Glucose-Acceptors
30618,EC-2.4.1,PROTON
30619,EC-2.4.1,CPD-8257
30620,EC-2.4.1,UDP
30621,EC-2.4.1,CPD-17890
30622,EC-2.4.1,UDP
30623,EC-2.4.1,PROTON
30624,EC-2.4.1,CPD-8049
30625,EC-2.4.1,MYO-INOSITOL
30626,EC-2.4.1,CPD-8097
30627,EC-2.4.1,Glucopyranose
30628,EC-2.4.1,CPD-16747
30629,EC-2.4.1,UDP
30630,EC-2.4.1,PROTON
30631,EC-2.4.1,CPD-11558
30632,EC-2.4.1,WATER
30633,EC-2.4.1,PROTON
30634,EC-2.4.1,CPD-20011
30635,EC-2.4.1,UDP
30636,EC-2.4.1,PROTON
30637,EC-2.4.1,CPD-18156
30638,EC-2.4.1,UDP
30639,EC-2.4.1,PROTON
30640,EC-2.4.1,CPD-9603
30641,EC-2.4.1,Non-Glucosylated-Glucose-Acceptors
30642,EC-2.4.1,PROTON
30643,EC-2.4.1,CPD-4602
30644,EC-2.4.1,UDP
30645,EC-2.4.1,PROTON
30646,EC-2.4.1,CPD-8062
30647,EC-2.4.1,UDP
30648,EC-2.4.1,CPD-16683
30649,EC-2.4.1,UDP
30650,EC-2.4.1,PROTON
30651,EC-2.4.1,Man-13-Man-13-Man-12-Man-12-Man-Proteins
30652,EC-2.4.1,GDP
30653,EC-2.4.1,PROTON
30654,EC-2.4.1,CPD-14504
30655,EC-2.4.1,UDP
30656,EC-2.4.1,CPD490-7
30657,EC-2.4.1,UDP
30658,EC-2.4.1,PROTON
30659,EC-2.4.1,CPD-19191
30660,EC-2.4.1,UDP
30661,EC-2.4.1,PROTON
30662,EC-2.4.1,CPD-16600
30663,EC-2.4.1,UDP
30664,EC-2.4.1,CPD-19326
30665,EC-2.4.1,UDP
30666,EC-2.4.1,PROTON
30667,EC-2.4.1,CPD-9592
30668,EC-2.4.1,Non-Glucosylated-Glucose-Acceptors
30669,EC-2.4.1,CPD-14844
30670,EC-2.4.1,UDP
30671,EC-2.4.1,PROTON
30672,EC-2.4.1,Man-12-Man-Proteins
30673,EC-2.4.1,GDP
30674,EC-2.4.1,PROTON
30675,EC-2.4.1,CPD-9190
30676,EC-2.4.1,GDP
30677,EC-2.4.1,PROTON
30678,EC-2.4.1,CPD-9464
30679,EC-2.4.1,UDP
30680,EC-2.4.1,PROTON
30681,EC-2.4.1,CPD-9214
30682,EC-2.4.1,UDP
30683,EC-2.4.1,CPD-15269
30684,EC-2.4.1,UDP
30685,EC-2.4.1,PROTON
30686,EC-2.4.1,CPD-9488
30687,EC-2.4.1,UDP
30688,EC-2.4.1,CPD-12665
30689,EC-2.4.1,UDP
30690,EC-2.4.1,PROTON
30691,EC-2.4.1,CPD-15001
30692,EC-2.4.1,UDP
30693,EC-2.4.1,CPD-9489
30694,EC-2.4.1,UDP
30695,EC-2.4.1,PROTON
30696,EC-2.4.1,CPD-14351
30697,EC-2.4.1,TDP
30698,EC-2.4.1,PROTON
30699,EC-2.4.1,CPD-12768
30700,EC-2.4.1,UDP
30701,EC-2.4.1,PROTON
30702,EC-2.4.1,CPD-9492
30703,EC-2.4.1,UDP
30704,EC-2.4.1,PROTON
30705,EC-2.4.1,CPD-14908
30706,EC-2.4.1,UDP
30707,EC-2.4.1,PROTON
30708,EC-2.4.1,CPD-9484
30709,EC-2.4.1,UDP
30710,EC-2.4.1,PROTON
30711,EC-2.4.1,CPD-16684
30712,EC-2.4.1,UDP
30713,EC-2.4.1,PROTON
30714,EC-2.4.1,PROTON
30715,EC-2.4.1,CPD-12029
30716,EC-2.4.1,UDP
30717,EC-2.4.1,CPD-14864
30718,EC-2.4.1,UDP
30719,EC-2.4.1,PROTON
30720,EC-2.4.1,CPD-19215
30721,EC-2.4.1,CPD-12575
30722,EC-2.4.1,CPD-14553
30723,EC-2.4.1,CPD-14295
30724,EC-2.4.1,CPD-12575
30725,EC-2.4.1,CPD1F-420
30726,EC-2.4.1,CPD-12575
30727,EC-2.4.1,CPD-6622
30728,EC-2.4.1,CPD-10347
30729,EC-2.4.1,UDP-L-RHAMNOSE
30730,EC-2.4.1,CPD-13776
30731,EC-2.4.1,CPD-15934
30732,EC-2.4.1,CPD-12575
30733,EC-2.4.1,CPD-10457
30734,EC-2.4.1,CPD-14553
30735,EC-2.4.1,Gal-1-2-alpha-1-6-oligomannan
30736,EC-2.4.1,CPD-14910
30737,EC-2.4.1,CPD-12575
30738,EC-2.4.1,tRNAs-Asp-with-queuosine
30739,EC-2.4.1,ATP
30740,EC-2.4.1,GLT
30741,EC-2.4.1,CPD-12575
30742,EC-2.4.1,CPD-8013
30743,EC-2.4.1,CPD-14737
30744,EC-2.4.1,CPD-12575
30745,EC-2.4.1,CPD-7145
30746,EC-2.4.1,CPD-15283
30747,EC-2.4.1,CPD-170
30748,EC-2.4.1,CPD-458
30749,EC-2.4.1,CPD-14553
30750,EC-2.4.1,12-DIACYL-3-O-ALPHA-D-GLUCOPYRANOSYL
30751,EC-2.4.1,CPD-12575
30752,EC-2.4.1,CPD-9483
30753,EC-2.4.1,UDP-GLUCURONATE
30754,EC-2.4.1,CPD-21316
30755,EC-2.4.1,CPD1F-453
30756,EC-2.4.1,CPD-12575
30757,EC-2.4.1,CPD-12029
30758,EC-2.4.1,UDP-D-GALACTO-14-FURANOSE
30759,EC-2.4.1,UDP-L-RHAMNOSE
30760,EC-2.4.1,NARINGENIN-7-O-BETA-D-GLUCOSIDE
30761,EC-2.4.1,Beta-hydroxydecanoyl-ACPs
30762,EC-2.4.1,CO-A
30763,EC-2.4.1,CPD-1099
30764,EC-2.4.1,CPD-12462
30765,EC-2.4.1,CPD-13776
30766,EC-2.4.1,CPD-15948
30767,EC-2.4.1,CPD-14502
30768,EC-2.4.1,CPD-12575
30769,EC-2.4.1,CPD1F-90
30770,EC-2.4.1,UDP-L-RHAMNOSE
30771,EC-2.4.1,CPD-11998
30772,EC-2.4.1,CPD-12575
30773,EC-2.4.1,CPD-9217
30774,EC-2.4.1,GERANIOL
30775,EC-2.4.1,CPD-12575
30776,EC-2.4.1,CPD-16539
30777,EC-2.4.1,1-O-SINAPOYL-BETA-D-GLUCOSE
30778,EC-2.4.1,CPD-14505
30779,EC-2.4.1,CPD-12575
30780,EC-2.4.1,INDOLE-3-ACETYL-GLU
30781,EC-2.4.1,Glucosylated-Glucose-Acceptors
30782,EC-2.4.1,CPD-8065
30783,EC-2.4.1,CPD-458
30784,EC-2.4.1,CPD-14795
30785,EC-2.4.1,CPD-19329
30786,EC-2.4.1,CPD-14427
30787,EC-2.4.1,Glucopyranose
30788,EC-2.4.1,UDP-GLUCURONATE
30789,EC-2.4.1,CPD-19349
30790,EC-2.4.1,CPD-6624
30791,EC-2.4.1,CPD-12575
30792,EC-2.4.1,CPD1F-453
30793,EC-2.4.1,UDP-L-RHAMNOSE
30794,EC-2.4.1,CPD-16559
30795,EC-2.4.1,CPD-15283
30796,EC-2.4.1,CPD-14296
30797,EC-2.4.1,Protein-L-serines
30798,EC-2.4.1,PELARGONIDIN-3-GLUCOSIDE-CMPD
30799,EC-2.4.1,CPD-12575
30800,EC-2.4.1,UDP-GLUCURONATE
30801,EC-2.4.1,CPD-8656
30802,EC-2.4.1,CPD-14553
30803,EC-2.4.1,N-ACETYL-D-GALACTOSAMINYL-13-D-GALACT
30804,EC-2.4.1,CPD-19216
30805,EC-2.4.1,CPD-12575
30806,EC-2.4.1,UDP-N-ACETYL-D-GLUCOSAMINE
30807,EC-2.4.1,CPD-14185
30808,EC-2.4.1,2-OXINDOLE-3-ACETYL-ASP
30809,EC-2.4.1,Glucosylated-Glucose-Acceptors
30810,EC-2.4.1,CPD-12575
30811,EC-2.4.1,TYLOSIN
30812,EC-2.4.1,UDP-GLUCURONATE
30813,EC-2.4.1,CPD-352
30814,EC-2.4.1,CPD-12575
30815,EC-2.4.1,CPD-10507
30816,EC-2.4.1,CPD-110
30817,EC-2.4.1,CPD-12575
30818,EC-2.4.1,CPD-13972
30819,EC-2.4.1,CPD-15731
30820,EC-2.4.1,UDP-GLUCURONATE
30821,EC-2.4.1,1-4-beta-Xylan
30822,EC-2.4.1,CPD-12575
30823,EC-2.4.1,CPD-4609
30824,EC-2.4.1,CPD-12575
30825,EC-2.4.1,CPD-19342
30826,EC-2.4.1,CPD-12575
30827,EC-2.4.1,CPD-9483
30828,EC-2.4.1,UDP-GLUCURONATE
30829,EC-2.4.1,CPD-21315
30830,EC-2.4.1,OH-ACYL-ACP
30831,EC-2.4.1,CO-A
30832,EC-2.4.1,CPD-12575
30833,EC-2.4.1,CPD-6624
30834,EC-2.4.1,CPD-12575
30835,EC-2.4.1,CPD-17858
30836,EC-2.4.1,CPD-14347
30837,EC-2.4.1,CPD-13957
30838,EC-2.4.1,CPD-12575
30839,EC-2.4.1,CPD-9476
30840,EC-2.4.1,CPD-12575
30841,EC-2.4.1,CPD-7866
30842,EC-2.4.1,CPD-12575
30843,EC-2.4.1,CPD-9474
30844,EC-2.4.1,BENZOATE
30845,EC-2.4.1,CPD-12575
30846,EC-2.4.1,CPD-12575
30847,EC-2.4.1,CPD-8141
30848,EC-2.4.1,CPD-16536
30849,EC-2.4.1,CPD-12575
30850,EC-2.4.1,CPD3DJ-82
30851,EC-2.4.1,O-Glucosylsterols
30852,EC-2.4.1,CPD-12575
30853,EC-2.4.1,CPD-10447
30854,EC-2.4.1,CPD-14849
30855,EC-2.4.1,UDP-L-RHAMNOSE
30856,EC-2.4.1,CPD-17206
30857,EC-2.4.1,CPD-17498
30858,EC-2.4.1,CPD-1099
30859,EC-2.4.1,CPD-697
30860,EC-2.4.1,CPD-12575
30861,EC-2.4.1,ISOVITEXIN
30862,EC-2.4.1,CPD-14553
30863,EC-2.4.1,CPD-12575
30864,EC-2.4.1,CPD-332
30865,EC-2.4.1,CPD-7252
30866,EC-2.4.1,CPD-12575
30867,EC-2.4.1,CPD-12575
30868,EC-2.4.1,CPD-4614
30869,EC-2.4.1,CPD-14861
30870,EC-2.4.1,CPD-12575
30871,EC-2.4.1,CPD-14839
30872,EC-2.4.1,CPD-12575
30873,EC-2.4.1,CPD-12575
30874,EC-2.4.1,CPD-6625
30875,EC-2.4.1,CPD-9539
30876,EC-2.4.1,CPD-12575
30877,EC-2.4.1,CPD-8046
30878,EC-2.4.1,CPD-458
30879,EC-2.4.1,CPD-14854
30880,EC-2.4.1,CPD-12575
30881,EC-2.4.1,CPD-13509
30882,EC-2.4.1,CPD-12575
30883,EC-2.4.1,CPD-12575
30884,EC-2.4.1,CPD-7117
30885,EC-2.4.1,CPD-7073
30886,EC-2.4.1,UDP-L-RHAMNOSE
30887,EC-2.4.1,CPD-17697
30888,EC-2.4.1,CPD-14553
30889,EC-2.4.1,CPD-15926
30890,EC-2.4.1,CPD-15932
30891,EC-2.4.1,INDOLE_ACETATE_AUXIN
30892,EC-2.4.1,Glucosylated-Glucose-Acceptors
30893,EC-2.4.1,CPD-14961
30894,EC-2.4.1,UDP-L-RHAMNOSE
30895,EC-2.4.1,Alpha-D-Galactosides
30896,EC-2.4.1,CPD-15972
30897,EC-2.4.1,CPD-7117
30898,EC-2.4.1,UDP-L-RHAMNOSE
30899,EC-2.4.1,CPD-13827
30900,EC-2.4.1,CPD-11915
30901,EC-2.4.1,CPD-8959
30902,EC-2.4.1,CPD-12575
30903,EC-2.4.1,CPD-17863
30904,EC-2.4.1,CPD-17860
30905,EC-2.4.1,CPD-13118
30906,EC-2.4.1,CPD-11449
30907,EC-2.4.1,CPD-12575
30908,EC-2.4.1,CPD-15088
30909,EC-2.4.1,UDP-N-ACETYL-D-GLUCOSAMINE
30910,EC-2.4.1,GlcNAc-b2-O-D-mannosyl-Protein
30911,EC-2.4.1,CPD-14634
30912,EC-2.4.1,CPD-13384
30913,EC-2.4.1,N-tetrasaccharide-protein-H-volcanii
30914,EC-2.4.1,CPD-17894
30915,EC-2.4.1,CPD-15012
30916,EC-2.4.1,CPD-12575
30917,EC-2.4.1,CPD1F-461
30918,EC-2.4.1,UDP-L-RHAMNOSE
30919,EC-2.4.1,CPD-14507
30920,EC-2.4.1,CPD-12575
30921,EC-2.4.1,CPD-15746
30922,EC-2.4.1,CPD-15748
30923,EC-2.4.1,CPD-10359
30924,EC-2.4.1,CPD-12575
30925,EC-2.4.1,CPD-7260
30926,EC-2.4.1,CPD-12575
30927,EC-2.4.1,CPD-12575
30928,EC-2.4.1,CPD-6602
30929,EC-2.4.1,ANTHRANILATE
30930,EC-2.4.1,CPD-12575
30931,EC-2.4.1,UDP-GLUCURONATE
30932,EC-2.4.1,CPD-20710
30933,EC-2.4.1,CPD-14856
30934,EC-2.4.1,CPD-12575
30935,EC-2.4.1,CPD-8097
30936,EC-2.4.1,CPD-12575
30937,EC-2.4.1,UDP-N-ACETYL-D-GLUCOSAMINE
30938,EC-2.4.1,N-acetyl-D-glucosamine
30939,EC-2.4.1,CPD-17261
30940,EC-2.4.1,Pi
30941,EC-2.4.1,UDP-GLUCURONATE
30942,EC-2.4.1,CPD-20705
30943,EC-2.4.1,CPD-12575
30944,EC-2.4.1,ISOVITEXIN
30945,EC-2.4.1,CPD-14351
30946,EC-2.4.1,CPD-11916
30947,EC-2.4.1,CPD-8004
30948,EC-2.4.1,CPD-12575
30949,EC-2.4.1,CPD-12575
30950,EC-2.4.1,CPD-9460
30951,EC-2.4.1,CPD-9212
30952,EC-2.4.1,UDP-L-RHAMNOSE
30953,EC-2.4.1,CPD-14838
30954,EC-2.4.1,CPD-12575
30955,EC-2.4.1,CPD-3421
30956,EC-2.4.1,CPD-12575
30957,EC-2.4.1,CPD-12575
30958,EC-2.4.1,CPD1F-437
30959,EC-2.4.1,UDP-GLUCURONATE
30960,EC-2.4.1,CPD-20705
30961,EC-2.4.1,CPD-12575
30962,EC-2.4.1,CPD-4210
30963,EC-2.4.1,UDP-GLUCURONATE
30964,EC-2.4.1,CPD-17892
30965,EC-2.4.1,CPD-14907
30966,EC-2.4.1,CPD-12575
30967,EC-2.4.1,CPD-17206
30968,EC-2.4.1,CPD-17207
30969,EC-2.4.1,CPD-12575
30970,EC-2.4.1,CPD-553
30971,EC-2.4.1,CPD-10349
30972,EC-2.4.1,UDP-L-ARABINOSE
30973,EC-2.4.1,CPD-520
30974,EC-2.4.1,UDP-L-RHAMNOSE
30975,EC-2.4.1,CPD-12575
30976,EC-2.4.1,CPD-4604
30977,EC-2.4.1,CPD-13118
30978,EC-2.4.1,Xyloglucans-Galactose-23
30979,EC-2.4.1,CPD-13965
30980,EC-2.4.1,CPD-11916
30981,EC-2.4.1,CPD-12575
30982,EC-2.4.1,CPD-16607
30983,EC-2.4.1,APIGENIN-7-O-BETA-D-GLUCOSIDE
30984,EC-2.4.1,CPD-12575
30985,EC-2.4.1,CPD-12575
30986,EC-2.4.1,CPD-10447
30987,EC-2.4.1,CPD-12575
30988,EC-2.4.1,CPD-9461
30989,EC-2.4.1,CPD-8013
30990,EC-2.4.1,UDP-L-RHAMNOSE
30991,EC-2.4.1,CPD-13080
30992,EC-2.4.1,CPD-14553
30993,EC-2.4.1,CPD-14503
30994,EC-2.4.1,CPD-12575
30995,EC-2.4.1,CPD1F-437
30996,EC-2.4.1,CPD-12575
30997,EC-2.4.1,CPD-14504
30998,EC-2.4.1,CPD-12575
30999,EC-2.4.1,CPD0-1048
31000,EC-2.4.1,UDP-D-GALACTO-14-FURANOSE
31001,EC-2.4.1,CPD-12575
31002,EC-2.4.1,CPD-8652
31003,EC-2.4.1,CPD-12575
31004,EC-2.4.1,CPD-8661
31005,EC-2.4.1,UDP-GLUCURONATE
31006,EC-2.4.1,CYTOSINE
31007,EC-2.4.1,VITEXIN
31008,EC-2.4.1,UDP-L-RHAMNOSE
31009,EC-2.4.1,CPD-634
31010,EC-2.4.1,CPD-12575
31011,EC-2.4.1,CPD-14553
31012,EC-2.4.1,CPD-9460
31013,EC-2.4.1,GDP-MANNOSE
31014,EC-2.4.1,Man-12-Man-12-Man-Proteins
31015,EC-2.4.1,CPD-14820
31016,EC-2.4.1,CPD-12575
31017,EC-2.4.1,CPD-170
31018,EC-2.4.1,CPD-12575
31019,EC-2.4.1,CPD-4616
31020,EC-2.4.1,CPD-14501
31021,EC-2.4.1,CPD-12575
31022,EC-2.4.1,CPD-14553
31023,EC-2.4.1,SUCROSE
31024,EC-2.4.1,3-HYDROXY-2-OXINDOLE-3-ACETYL-ASP
31025,EC-2.4.1,CPD-12575
31026,EC-2.4.1,CPD-21175
31027,EC-2.4.1,CPD-12575
31028,EC-2.4.1,CPD-12575
31029,EC-2.4.1,CPD-591
31030,EC-2.4.1,CPD-12575
31031,EC-2.4.1,CPD0-930
31032,EC-2.4.1,CPD-16749
31033,EC-2.4.1,CPD-12575
31034,EC-2.4.1,CPD-18640
31035,EC-2.4.1,CPD-12575
31036,EC-2.4.1,CPD-12575
31037,EC-2.4.1,CPD-3041
31038,EC-2.4.1,CPD-12575
31039,EC-2.4.1,CPD-8138
31040,EC-2.4.1,CPD-14962
31041,EC-2.4.1,CPD-12575
31042,EC-2.4.1,CPD-12575
31043,EC-2.4.1,CPD-9470
31044,EC-2.4.1,CPD1F-437
31045,EC-2.4.1,CPD-12575
31046,EC-2.4.1,Hydroxy-fatty-acids
31047,EC-2.4.1,CPD-12575
31048,EC-2.4.1,CPD-12727
31049,EC-2.4.1,CPD-12575
31050,EC-2.4.1,INDOLE-3-ACETYL-ASP
31051,EC-2.4.1,Glucosylated-Glucose-Acceptors
31052,EC-2.4.1,CPD-12575
31053,EC-2.4.1,CHOLESTEROL
31054,EC-2.4.1,CPD-12575
31055,EC-2.4.1,CPD-7383
31056,EC-2.4.1,CPD-12575
31057,EC-2.4.1,CPD-4604
31058,EC-2.4.1,CPD-14853
31059,EC-2.4.1,CPD-12575
31060,EC-2.4.1,ISOORIENTIN
31061,EC-2.4.1,Rhamonsylated-Rhamonsyl-Acceptors
31062,EC-2.4.1,ISOVITEXIN
31063,EC-2.4.1,UDP-D-XYLOSE
31064,EC-2.4.1,CPD-14820
31065,EC-2.4.1,UDP-L-RHAMNOSE
31066,EC-2.4.1,CPD-8097
31067,EC-2.4.1,CPD-12575
31068,EC-2.4.1,CPD-12575
31069,EC-2.4.1,CONIFERYL-ALDEHYDE
31070,EC-2.4.1,CPD-14795
31071,EC-2.4.1,CPD-19323
31072,EC-2.4.1,CPD-12575
31073,EC-2.4.1,CPD1F-453
31074,EC-2.4.1,1-KESTOTRIOSE
31075,EC-2.4.1,SUCROSE
31076,EC-2.4.1,CPD-14795
31077,EC-2.4.1,CPD-15430
31078,EC-2.4.1,CPD-12575
31079,EC-2.4.1,CPD-4209
31080,EC-2.4.1,CPD-12575
31081,EC-2.4.1,CPD1F-766
31082,EC-2.4.1,CPD-14508
31083,EC-2.4.1,CPD-12575
31084,EC-2.4.1,CPD-12575
31085,EC-2.4.1,CPD-332
31086,EC-2.4.1,CPD-7847
31087,EC-2.4.1,CPD-353
31088,EC-2.4.1,Beta-D-Glucosyloxy-FAs
31089,EC-2.4.1,CPD-12575
